GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
4500100,2000,Abbeville,South Carolina,5840,19.85,NA,34.77,372,25756,59200,28.6,50.21,48.15,0.75,0.12,0.26,0.02,0.45,0.05,NA,NA,NA,NA,0,0,0
4500100,2001,Abbeville,South Carolina,5840,19.85,NA,34.77,372,25756,59200,28.6,50.21,48.15,0.75,0.12,0.26,0.02,0.45,0.05,NA,NA,NA,NA,0,0,0
4500100,2002,Abbeville,South Carolina,5840,19.85,NA,34.77,372,25756,59200,28.6,50.21,48.15,0.75,0.12,0.26,0.02,0.45,0.05,NA,NA,NA,NA,0,0,0
4500100,2003,Abbeville,South Carolina,5840,19.85,NA,34.77,372,25756,59200,28.6,50.21,48.15,0.75,0.12,0.26,0.02,0.45,0.05,NA,NA,NA,NA,0,0,0
4500100,2004,Abbeville,South Carolina,5840,19.85,NA,34.77,372,25756,59200,28.6,50.21,48.15,0.75,0.12,0.26,0.02,0.45,0.05,NA,NA,NA,NA,0,0,0
4500100,2005,Abbeville,South Carolina,5549,34.76,NA,29.94,526,22155,79800,50,46.73,50.01,1.35,0,0.34,0,1.57,0,NA,NA,NA,NA,0,0,0
4500100,2006,Abbeville,South Carolina,5549,34.76,NA,29.94,526,22155,79800,50,46.73,50.01,1.35,0,0.34,0,1.57,0,NA,NA,NA,NA,0,0,0
4500100,2007,Abbeville,South Carolina,5549,34.76,NA,29.94,526,22155,79800,50,46.73,50.01,1.35,0,0.34,0,1.57,0,NA,NA,NA,NA,0,0,0
4500100,2008,Abbeville,South Carolina,5549,34.76,NA,29.94,526,22155,79800,50,46.73,50.01,1.35,0,0.34,0,1.57,0,NA,NA,NA,NA,0,0,0
4500100,2009,Abbeville,South Carolina,5549,34.76,NA,29.94,526,22155,79800,50,46.73,50.01,1.35,0,0.34,0,1.57,0,NA,NA,NA,NA,0,0,0
4500100,2010,Abbeville,South Carolina,5237,31.05,775.64,40.68,613,22389,87600,45.3,46.65,50.28,0.92,0.19,0.44,0,1.39,0.13,136.34,16.12,2.08,17.58,0,0,0
4500100,2011,Abbeville,South Carolina,5197,34.59,784.11,38.18,486,20440,73100,50,41.45,56.67,0.17,0.12,0,0,1.6,0,151.4,2.49,0.32,19.31,0,0,0
4500100,2012,Abbeville,South Carolina,5197,34.59,791.2,38.18,486,20440,73100,50,41.45,56.67,0.17,0.12,0,0,1.6,0,139.1,0.3,0.04,17.58,0,0,0
4500100,2013,Abbeville,South Carolina,5197,34.59,799.67,38.18,486,20440,73100,50,41.45,56.67,0.17,0.12,0,0,1.6,0,137.16,25.54,3.19,17.15,0,0,0
4500100,2014,Abbeville,South Carolina,5197,34.59,804.88,38.18,486,20440,73100,50,41.45,56.67,0.17,0.12,0,0,1.6,0,130.95,21.97,2.73,16.27,0,0,0
4500100,2015,Abbeville,South Carolina,5197,34.59,812.73,38.18,486,20440,73100,50,41.45,56.67,0.17,0.12,0,0,1.6,0,97.45,38.11,4.69,11.99,0,0,0
4500100,2016,Abbeville,South Carolina,5197,34.59,820.44,38.18,486,20440,73100,50,41.45,56.67,0.17,0.12,0,0,1.6,0,121.21,57.53,7.01,14.77,0,0,0
4500550,2000,Aiken,South Carolina,25337,14.38,NA,33.86,546,44172,110600,24.7,65.88,30.09,1.49,0.23,1.26,0.01,0.96,0.07,NA,NA,NA,NA,0,0,0
4500550,2001,Aiken,South Carolina,25337,14.38,NA,33.86,546,44172,110600,24.7,65.88,30.09,1.49,0.23,1.26,0.01,0.96,0.07,NA,NA,NA,NA,0,0,0
4500550,2002,Aiken,South Carolina,25337,14.38,NA,33.86,546,44172,110600,24.7,65.88,30.09,1.49,0.23,1.26,0.01,0.96,0.07,NA,NA,NA,NA,0,0,0
4500550,2003,Aiken,South Carolina,25337,14.38,NA,33.86,546,44172,110600,24.7,65.88,30.09,1.49,0.23,1.26,0.01,0.96,0.07,NA,NA,NA,NA,0,0,0
4500550,2004,Aiken,South Carolina,25337,14.38,NA,33.86,546,44172,110600,24.7,65.88,30.09,1.49,0.23,1.26,0.01,0.96,0.07,NA,NA,NA,NA,0,0,0
4500550,2005,Aiken,South Carolina,28884,12.19,NA,32.21,703,52601,165500,26.9,65.6,29.21,1.99,0.04,2.1,0,0.88,0.17,NA,NA,NA,NA,0,0,0
4500550,2006,Aiken,South Carolina,28884,12.19,NA,32.21,703,52601,165500,26.9,65.6,29.21,1.99,0.04,2.1,0,0.88,0.17,NA,NA,NA,NA,0,0,0
4500550,2007,Aiken,South Carolina,28884,12.19,NA,32.21,703,52601,165500,26.9,65.6,29.21,1.99,0.04,2.1,0,0.88,0.17,NA,NA,NA,NA,0,0,0
4500550,2008,Aiken,South Carolina,28884,12.19,NA,32.21,703,52601,165500,26.9,65.6,29.21,1.99,0.04,2.1,0,0.88,0.17,NA,NA,NA,NA,0,0,0
4500550,2009,Aiken,South Carolina,28884,12.19,4122.62,32.21,703,52601,165500,26.9,65.6,29.21,1.99,0.04,2.1,0,0.88,0.17,382.27,109.78,2.66,9.27,0,0,0
4500550,2010,Aiken,South Carolina,29524,11.76,4204.04,34.02,825,53825,181200,29.4,65.45,28.25,2.6,0.33,1.91,0.07,1.27,0.11,627.28,208.64,4.96,14.92,0,0,0
4500550,2011,Aiken,South Carolina,30183,10.72,4277.98,29.18,834,55502,175200,34.8,64.74,29.13,2.79,0.05,1.99,0.16,1.15,0,621.68,226.59,5.3,14.53,0,0,0
4500550,2012,Aiken,South Carolina,30183,10.72,4347.58,29.18,834,55502,175200,34.8,64.74,29.13,2.79,0.05,1.99,0.16,1.15,0,682.53,271.9,6.25,15.7,0,0,0
4500550,2013,Aiken,South Carolina,30183,10.72,4425.37,29.18,834,55502,175200,34.8,64.74,29.13,2.79,0.05,1.99,0.16,1.15,0,682.87,276.16,6.24,15.43,0,0,0
4500550,2014,Aiken,South Carolina,30183,10.72,4491.99,29.18,834,55502,175200,34.8,64.74,29.13,2.79,0.05,1.99,0.16,1.15,0,739.48,354.26,7.89,16.46,0,0,0
4500550,2015,Aiken,South Carolina,30183,10.72,4565.09,29.18,834,55502,175200,34.8,64.74,29.13,2.79,0.05,1.99,0.16,1.15,0,609.73,308.27,6.75,13.36,0,0,0
4500550,2016,Aiken,South Carolina,30183,10.72,4635.53,29.18,834,55502,175200,34.8,64.74,29.13,2.79,0.05,1.99,0.16,1.15,0,725.79,465.05,10.03,15.66,0,0,0
4500775,2000,Alcolu,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4500775,2001,Alcolu,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4500775,2002,Alcolu,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4500775,2003,Alcolu,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4500775,2004,Alcolu,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4500775,2005,Alcolu,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4500775,2006,Alcolu,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4500775,2007,Alcolu,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4500775,2008,Alcolu,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4500775,2009,Alcolu,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4500775,2010,Alcolu,South Carolina,429,4.5,51.39,33.94,573,36292,162900,32.3,44.29,51.28,3.26,0,0.7,0,0.47,0,7.49,3.21,6.25,14.58,0,0,0
4500775,2011,Alcolu,South Carolina,470,15.67,53.53,48.73,407,23750,152300,33.6,29.79,47.02,23.19,0,0,0,0,0,5.35,1.07,2,10,0,0,0
4500775,2012,Alcolu,South Carolina,470,15.67,55.32,48.73,407,23750,152300,33.6,29.79,47.02,23.19,0,0,0,0,0,12.49,3.21,5.81,22.58,0,0,0
4500775,2013,Alcolu,South Carolina,470,15.67,57.46,48.73,407,23750,152300,33.6,29.79,47.02,23.19,0,0,0,0,0,9.64,2.14,3.73,16.77,0,0,0
4500775,2014,Alcolu,South Carolina,470,15.67,59.24,48.73,407,23750,152300,33.6,29.79,47.02,23.19,0,0,0,0,0,10.35,4.28,7.23,17.47,0,0,0
4500775,2015,Alcolu,South Carolina,470,15.67,61.39,48.73,407,23750,152300,33.6,29.79,47.02,23.19,0,0,0,0,0,9.28,1.78,2.91,15.12,0,0,0
4500775,2016,Alcolu,South Carolina,470,15.67,63.17,48.73,407,23750,152300,33.6,29.79,47.02,23.19,0,0,0,0,0,7.49,4.28,6.78,11.86,0,0,0
4500955,2000,Allendale,South Carolina,4052,41.24,NA,33.92,295,16632,46500,24.8,17.77,79.44,2.25,0,0.17,0,0.37,0,NA,NA,NA,NA,0,0,0
4500955,2001,Allendale,South Carolina,4052,41.24,NA,33.92,295,16632,46500,24.8,17.77,79.44,2.25,0,0.17,0,0.37,0,NA,NA,NA,NA,0,0,0
4500955,2002,Allendale,South Carolina,4052,41.24,NA,33.92,295,16632,46500,24.8,17.77,79.44,2.25,0,0.17,0,0.37,0,NA,NA,NA,NA,0,0,0
4500955,2003,Allendale,South Carolina,4052,41.24,NA,33.92,295,16632,46500,24.8,17.77,79.44,2.25,0,0.17,0,0.37,0,NA,NA,NA,NA,0,0,0
4500955,2004,Allendale,South Carolina,4052,41.24,NA,33.92,295,16632,46500,24.8,17.77,79.44,2.25,0,0.17,0,0.37,0,NA,NA,NA,NA,0,0,0
4500955,2005,Allendale,South Carolina,3664,45.55,NA,44.56,401,18847,59600,30,17.74,82.26,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
4500955,2006,Allendale,South Carolina,3664,45.55,NA,44.56,401,18847,59600,30,17.74,82.26,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
4500955,2007,Allendale,South Carolina,3664,45.55,NA,44.56,401,18847,59600,30,17.74,82.26,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
4500955,2008,Allendale,South Carolina,3664,45.55,NA,44.56,401,18847,59600,30,17.74,82.26,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
4500955,2009,Allendale,South Carolina,3664,45.55,NA,44.56,401,18847,59600,30,17.74,82.26,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
4500955,2010,Allendale,South Carolina,3482,33.82,543.49,43,475,23203,68700,38.5,12.26,83,2.84,0.23,0.72,0.06,0.86,0.03,56.87,15.45,2.84,10.46,0,0,0
4500955,2011,Allendale,South Carolina,3261,18.5,544.52,45.19,530,21918,56900,33.9,11.56,88.44,0,0,0,0,0,0,37.61,12.41,2.28,6.91,0,0,0
4500955,2012,Allendale,South Carolina,3261,18.5,545.2,45.19,530,21918,56900,33.9,11.56,88.44,0,0,0,0,0,0,35.34,13.17,2.41,6.48,0,0,0
4500955,2013,Allendale,South Carolina,3261,18.5,547.41,45.19,530,21918,56900,33.9,11.56,88.44,0,0,0,0,0,0,30.46,20.56,3.76,5.56,0,0,0
4500955,2014,Allendale,South Carolina,3261,18.5,547.14,45.19,530,21918,56900,33.9,11.56,88.44,0,0,0,0,0,0,34.99,14.53,2.66,6.39,0,0,0
4500955,2015,Allendale,South Carolina,3261,18.5,549.12,45.19,530,21918,56900,33.9,11.56,88.44,0,0,0,0,0,0,26.51,15.41,2.81,4.83,0,0,0
4500955,2016,Allendale,South Carolina,3261,18.5,548.85,45.19,530,21918,56900,33.9,11.56,88.44,0,0,0,0,0,0,25.54,24.17,4.4,4.65,0,0,0
4501360,2000,Anderson,South Carolina,25514,20.82,NA,46.57,454,27716,84100,26.6,62.46,33.91,1.48,0.2,0.77,0.03,1.06,0.09,NA,NA,NA,NA,0,0,0
4501360,2001,Anderson,South Carolina,25514,20.82,NA,46.57,454,27716,84100,26.6,62.46,33.91,1.48,0.2,0.77,0.03,1.06,0.09,NA,NA,NA,NA,0,0,0
4501360,2002,Anderson,South Carolina,25514,20.82,NA,46.57,454,27716,84100,26.6,62.46,33.91,1.48,0.2,0.77,0.03,1.06,0.09,NA,NA,NA,NA,0,0,0
4501360,2003,Anderson,South Carolina,25514,20.82,NA,46.57,454,27716,84100,26.6,62.46,33.91,1.48,0.2,0.77,0.03,1.06,0.09,NA,NA,NA,NA,0,0,0
4501360,2004,Anderson,South Carolina,25514,20.82,NA,46.57,454,27716,84100,26.6,62.46,33.91,1.48,0.2,0.77,0.03,1.06,0.09,NA,NA,NA,NA,0,0,0
4501360,2005,Anderson,South Carolina,26634,20.9,NA,46.47,585,30999,123200,35.7,61.63,33.4,2.7,0.27,0.33,0.04,1.49,0.14,NA,NA,NA,NA,0,0,0
4501360,2006,Anderson,South Carolina,26634,20.9,NA,46.47,585,30999,123200,35.7,61.63,33.4,2.7,0.27,0.33,0.04,1.49,0.14,NA,NA,NA,NA,0,0,0
4501360,2007,Anderson,South Carolina,26634,20.9,NA,46.47,585,30999,123200,35.7,61.63,33.4,2.7,0.27,0.33,0.04,1.49,0.14,NA,NA,NA,NA,0,0,0
4501360,2008,Anderson,South Carolina,26634,20.9,NA,46.47,585,30999,123200,35.7,61.63,33.4,2.7,0.27,0.33,0.04,1.49,0.14,NA,NA,NA,NA,0,0,0
4501360,2009,Anderson,South Carolina,26634,20.9,5331.94,46.47,585,30999,123200,35.7,61.63,33.4,2.7,0.27,0.33,0.04,1.49,0.14,574.25,304.83,5.72,10.77,0,0,0
4501360,2010,Anderson,South Carolina,26686,23.64,5398,50.68,646,30771,129800,35.5,59.51,33.33,4.08,0.24,0.95,0.01,1.78,0.1,1005.47,571.96,10.6,18.63,0,0,0
4501360,2011,Anderson,South Carolina,26978,23.36,5455.58,49.31,623,30526,125000,34.2,58.49,34.6,3.82,0.19,1.22,0.01,1.64,0.03,1067.27,604,11.07,19.56,0,0,0
4501360,2012,Anderson,South Carolina,26978,23.36,5506.71,49.31,623,30526,125000,34.2,58.49,34.6,3.82,0.19,1.22,0.01,1.64,0.03,914.91,527.8,9.58,16.61,0,0,0
4501360,2013,Anderson,South Carolina,26978,23.36,5565.16,49.31,623,30526,125000,34.2,58.49,34.6,3.82,0.19,1.22,0.01,1.64,0.03,1032.08,592.2,10.64,18.55,0,0,0
4501360,2014,Anderson,South Carolina,26978,23.36,5614.42,49.31,623,30526,125000,34.2,58.49,34.6,3.82,0.19,1.22,0.01,1.64,0.03,1002.01,581.13,10.35,17.85,0,0,0
4501360,2015,Anderson,South Carolina,26978,23.36,5669.39,49.31,623,30526,125000,34.2,58.49,34.6,3.82,0.19,1.22,0.01,1.64,0.03,949.39,576.75,10.17,16.75,0,0,0
4501360,2016,Anderson,South Carolina,26978,23.36,5723.13,49.31,623,30526,125000,34.2,58.49,34.6,3.82,0.19,1.22,0.01,1.64,0.03,1007.83,641.77,11.21,17.61,0,0,0
4501450,2000,Andrews,South Carolina,3068,34.23,NA,28,330,19375,64000,29.9,37.32,60.56,1.43,0.23,0,0,0.46,0,NA,NA,NA,NA,0,0,0
4501450,2001,Andrews,South Carolina,3068,34.23,NA,28,330,19375,64000,29.9,37.32,60.56,1.43,0.23,0,0,0.46,0,NA,NA,NA,NA,0,0,0
4501450,2002,Andrews,South Carolina,3068,34.23,NA,28,330,19375,64000,29.9,37.32,60.56,1.43,0.23,0,0,0.46,0,NA,NA,NA,NA,0,0,0
4501450,2003,Andrews,South Carolina,3068,34.23,NA,28,330,19375,64000,29.9,37.32,60.56,1.43,0.23,0,0,0.46,0,NA,NA,NA,NA,0,0,0
4501450,2004,Andrews,South Carolina,3068,34.23,NA,28,330,19375,64000,29.9,37.32,60.56,1.43,0.23,0,0,0.46,0,NA,NA,NA,NA,0,0,0
4501450,2005,Andrews,South Carolina,2957,38.72,NA,52.77,428,14391,92400,41.3,33.38,55.29,9.44,0,0.61,0,1.29,0,NA,NA,NA,NA,0,0,0
4501450,2006,Andrews,South Carolina,2957,38.72,NA,52.77,428,14391,92400,41.3,33.38,55.29,9.44,0,0.61,0,1.29,0,NA,NA,NA,NA,0,0,0
4501450,2007,Andrews,South Carolina,2957,38.72,NA,52.77,428,14391,92400,41.3,33.38,55.29,9.44,0,0.61,0,1.29,0,NA,NA,NA,NA,0,0,0
4501450,2008,Andrews,South Carolina,2957,38.72,NA,52.77,428,14391,92400,41.3,33.38,55.29,9.44,0,0.61,0,1.29,0,NA,NA,NA,NA,0,0,0
4501450,2009,Andrews,South Carolina,2957,38.72,374.03,52.77,428,14391,92400,41.3,33.38,55.29,9.44,0,0.61,0,1.29,0,0.06,0.03,0.01,0.02,1,0,0
4501450,2010,Andrews,South Carolina,2861,29.98,382.9,38.06,612,23750,92400,44.1,29.99,64.52,3.57,0.45,0.8,0,0.52,0.14,83.87,5.45,1.42,21.9,0,0,0
4501450,2011,Andrews,South Carolina,2842,31.11,389.2,36.48,598,31173,82300,33.6,30.72,66.4,2.71,0,0,0,0.18,0,82.12,13.27,3.41,21.1,0,0,0
4501450,2012,Andrews,South Carolina,2842,31.11,393.81,36.48,598,31173,82300,33.6,30.72,66.4,2.71,0,0,0,0.18,0,56.28,12.88,3.27,14.29,0,0,0
4501450,2013,Andrews,South Carolina,2842,31.11,400.13,36.48,598,31173,82300,33.6,30.72,66.4,2.71,0,0,0,0.18,0,109.51,42.78,10.69,27.37,0,0,0
4501450,2014,Andrews,South Carolina,2842,31.11,404.75,36.48,598,31173,82300,33.6,30.72,66.4,2.71,0,0,0,0.18,0,88.63,38.34,9.47,21.9,0,0,0
4501450,2015,Andrews,South Carolina,2842,31.11,410.11,36.48,598,31173,82300,33.6,30.72,66.4,2.71,0,0,0,0.18,0,98.2,48.49,11.82,23.94,0,0,0
4501450,2016,Andrews,South Carolina,2842,31.11,415.66,36.48,598,31173,82300,33.6,30.72,66.4,2.71,0,0,0,0.18,0,105.14,66.57,16.02,25.29,0,0,0
4501810,2000,Antreville,South Carolina,118,17.59,NA,13.21,225,32031,80000,12.5,74.58,22.88,0,1.69,0,0,0.85,0,NA,NA,NA,NA,0,0,0
4501810,2001,Antreville,South Carolina,118,17.59,NA,13.21,225,32031,80000,12.5,74.58,22.88,0,1.69,0,0,0.85,0,NA,NA,NA,NA,0,0,0
4501810,2002,Antreville,South Carolina,118,17.59,NA,13.21,225,32031,80000,12.5,74.58,22.88,0,1.69,0,0,0.85,0,NA,NA,NA,NA,0,0,0
4501810,2003,Antreville,South Carolina,118,17.59,NA,13.21,225,32031,80000,12.5,74.58,22.88,0,1.69,0,0,0.85,0,NA,NA,NA,NA,0,0,0
4501810,2004,Antreville,South Carolina,118,17.59,NA,13.21,225,32031,80000,12.5,74.58,22.88,0,1.69,0,0,0.85,0,NA,NA,NA,NA,0,0,0
4501810,2005,Antreville,South Carolina,84,0,NA,0,NA,37500,138300,NA,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
4501810,2006,Antreville,South Carolina,84,0,NA,0,NA,37500,138300,NA,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
4501810,2007,Antreville,South Carolina,84,0,NA,0,NA,37500,138300,NA,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
4501810,2008,Antreville,South Carolina,84,0,NA,0,NA,37500,138300,NA,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
4501810,2009,Antreville,South Carolina,84,0,NA,0,NA,37500,138300,NA,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
4501810,2010,Antreville,South Carolina,140,0,6.68,19.3,NA,24917,130900,NA,87.14,12.14,0,0,0,0,0.71,0,0.28,0,0,4.17,0,0,0
4501810,2011,Antreville,South Carolina,120,0,6.82,0,NA,27446,88100,NA,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4501810,2012,Antreville,South Carolina,120,0,6.82,0,NA,27446,88100,NA,70,30,0,0,0,0,0,0,0.28,0,0,4.08,0,0,0
4501810,2013,Antreville,South Carolina,120,0,6.96,0,NA,27446,88100,NA,70,30,0,0,0,0,0,0,0.7,0.14,2,10,0,0,0
4501810,2014,Antreville,South Carolina,120,0,7.1,0,NA,27446,88100,NA,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4501810,2015,Antreville,South Carolina,120,0,7.1,0,NA,27446,88100,NA,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4501810,2016,Antreville,South Carolina,120,0,7.24,0,NA,27446,88100,NA,70,30,0,0,0,0,0,0,0.28,0.14,1.92,3.85,0,0,0
4502080,2000,Arcadia,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4502080,2001,Arcadia,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4502080,2002,Arcadia,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4502080,2003,Arcadia,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4502080,2004,Arcadia,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4502080,2005,Arcadia,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4502080,2006,Arcadia,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4502080,2007,Arcadia,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4502080,2008,Arcadia,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4502080,2009,Arcadia,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4502080,2010,Arcadia,South Carolina,2634,26.68,605,60.8,669,23333,57400,25,44.68,15.49,34.55,0.3,3.26,0,1.44,0.27,194,59,9.75,32.07,0,0,0
4502080,2011,Arcadia,South Carolina,3159,39.33,622,58.62,783,30662,71700,23.1,37.48,4.59,55.94,0,0.57,0,1.42,0,201,35,5.63,32.32,0,0,0
4502080,2012,Arcadia,South Carolina,3159,39.33,639,58.62,783,30662,71700,23.1,37.48,4.59,55.94,0,0.57,0,1.42,0,122,43,6.73,19.09,0,0,0
4502080,2013,Arcadia,South Carolina,3159,39.33,656,58.62,783,30662,71700,23.1,37.48,4.59,55.94,0,0.57,0,1.42,0,38,24,3.66,5.79,0,0,0
4502080,2014,Arcadia,South Carolina,3159,39.33,673,58.62,783,30662,71700,23.1,37.48,4.59,55.94,0,0.57,0,1.42,0,118,1,0.15,17.53,0,0,0
4502080,2015,Arcadia,South Carolina,3159,39.33,NA,58.62,783,30662,71700,23.1,37.48,4.59,55.94,0,0.57,0,1.42,0,NA,NA,NA,NA,0,0,0
4502080,2016,Arcadia,South Carolina,3159,39.33,NA,58.62,783,30662,71700,23.1,37.48,4.59,55.94,0,0.57,0,1.42,0,NA,NA,NA,NA,0,0,0
4502125,2000,Arcadia Lakes,South Carolina,882,2.9,NA,6.07,436,66382,170000,30,94.44,3.51,0.79,0,0.79,0,0.45,0,NA,NA,NA,NA,0,0,0
4502125,2001,Arcadia Lakes,South Carolina,882,2.9,NA,6.07,436,66382,170000,30,94.44,3.51,0.79,0,0.79,0,0.45,0,NA,NA,NA,NA,0,0,0
4502125,2002,Arcadia Lakes,South Carolina,882,2.9,NA,6.07,436,66382,170000,30,94.44,3.51,0.79,0,0.79,0,0.45,0,NA,NA,NA,NA,0,0,0
4502125,2003,Arcadia Lakes,South Carolina,882,2.9,NA,6.07,436,66382,170000,30,94.44,3.51,0.79,0,0.79,0,0.45,0,NA,NA,NA,NA,0,0,0
4502125,2004,Arcadia Lakes,South Carolina,882,2.9,NA,6.07,436,66382,170000,30,94.44,3.51,0.79,0,0.79,0,0.45,0,NA,NA,NA,NA,0,0,0
4502125,2005,Arcadia Lakes,South Carolina,804,3.66,NA,3.86,433,95750,298000,50,98.13,1.37,0,0,0.5,0,0,0,NA,NA,NA,NA,0,0,0
4502125,2006,Arcadia Lakes,South Carolina,804,3.66,NA,3.86,433,95750,298000,50,98.13,1.37,0,0,0.5,0,0,0,NA,NA,NA,NA,0,0,0
4502125,2007,Arcadia Lakes,South Carolina,804,3.66,NA,3.86,433,95750,298000,50,98.13,1.37,0,0,0.5,0,0,0,NA,NA,NA,NA,0,0,0
4502125,2008,Arcadia Lakes,South Carolina,804,3.66,NA,3.86,433,95750,298000,50,98.13,1.37,0,0,0.5,0,0,0,NA,NA,NA,NA,0,0,0
4502125,2009,Arcadia Lakes,South Carolina,804,3.66,NA,3.86,433,95750,298000,50,98.13,1.37,0,0,0.5,0,0,0,NA,NA,NA,NA,0,0,0
4502125,2010,Arcadia Lakes,South Carolina,861,4.96,69.67,7.67,938,91607,299600,50,89.31,4.76,1.86,0,3.25,0,0.58,0.23,21.27,3.41,4.9,30.53,0,0,0
4502125,2011,Arcadia Lakes,South Carolina,956,3.09,73.62,25.79,1046,73438,282500,27,85.46,9,1.15,0.31,4.08,0,0,0,20.71,2.3,3.13,28.13,0,0,0
4502125,2012,Arcadia Lakes,South Carolina,956,3.09,77.12,25.79,1046,73438,282500,27,85.46,9,1.15,0.31,4.08,0,0,0,21.18,4.14,5.37,27.46,0,0,0
4502125,2013,Arcadia Lakes,South Carolina,956,3.09,81.07,25.79,1046,73438,282500,27,85.46,9,1.15,0.31,4.08,0,0,0,22.95,7.21,8.89,28.31,0,0,0
4502125,2014,Arcadia Lakes,South Carolina,956,3.09,84.36,25.79,1046,73438,282500,27,85.46,9,1.15,0.31,4.08,0,0,0,31.49,6.13,7.26,37.33,0,0,0
4502125,2015,Arcadia Lakes,South Carolina,956,3.09,88.31,25.79,1046,73438,282500,27,85.46,9,1.15,0.31,4.08,0,0,0,34.27,12.95,14.67,38.81,0,0,0
4502125,2016,Arcadia Lakes,South Carolina,956,3.09,91.8,25.79,1046,73438,282500,27,85.46,9,1.15,0.31,4.08,0,0,0,26.47,15.04,16.38,28.83,0,0,0
4502440,2000,Arial,South Carolina,2607,10.84,NA,21.91,510,29240,76300,24.1,92.98,4.14,1.88,0.08,0.15,0,0.73,0.04,NA,NA,NA,NA,0,0,0
4502440,2001,Arial,South Carolina,2607,10.84,NA,21.91,510,29240,76300,24.1,92.98,4.14,1.88,0.08,0.15,0,0.73,0.04,NA,NA,NA,NA,0,0,0
